Id,Id [Coordinate system],Name [Coordinate system],Created at [Coordinate system],Updated at [Coordinate system],Client [Coordinate system],Info page url [Coordinate system],Tourist map [Coordinate system],Id [Scene],Name [Scene],Created at [Scene],Updated at [Scene],Thumbnail [Scene],Sort number [Scene],Activity [Scene],Game reset [Scene],Visibility [Scene],Actions [Scene],Credentials [Scene],Sc enabled [Scene],Room name [Scene],Game [Scene]
2345,299,彥瑞DEMO(5531),2023年09月27日 15:18,2023年11月26日 08:15,1, - ,<空>,3373,海安商圈-地推,2024年01月19日 02:22,2024年01月19日 11:37, - ,0, - ,False,1, - , - ,False, - , - 
2379,351,觀光工廠-裕賀牛,2024年01月24日 10:43,2024年01月26日 14:23,1,https://cloud.lig.com.tw/messages/130,<空>,3377,觀光工廠-裕賀牛,2024年01月19日 14:10,2024年01月25日 09:54, - ,0, - ,False,1, - , - ,False, - , - 
2380,347,觀光工廠-彪琥,2024年01月24日 10:37,2024年01月26日 14:23,1,https://cloud.lig.com.tw/messages/130,<空>,3380,觀光工廠-彪琥 高雄民族店,2024年01月20日 10:54,2024年01月24日 18:07, - ,0, - ,False,1, - , - ,False, - , - 
2382,349,觀光工廠-宏裕行花枝丸,2024年01月24日 10:37,2024年01月26日 14:23,1,https://cloud.lig.com.tw/messages/130,<空>,3379,觀光工廠-宏裕行花枝丸,2024年01月20日 10:26,2024年01月25日 10:57, - ,0, - ,False,1, - , - ,False, - , - 
2383,345,觀光工廠-富樂夢,2024年01月19日 13:07,2024年01月26日 14:24,1,https://cloud.lig.com.tw/messages/130,<空>,3376,觀光工廠-富樂夢,2024年01月19日 14:09,2024年01月25日 09:55, - ,0, - ,False,1, - , - ,False, - , - 
2400,321,月津港-永成戲院-虛擬展品,2023年12月14日 22:28,2024年02月06日 15:27,1,https://cloud.lig.com.tw/messages/113,<空>,3348,月津港-虛擬展品-上架,2024年01月08日 14:37,2024年02月06日 15:18,https://assets.lig.com.tw/ar_asset/qs7ixexbclb43ih4dau8slhg3two.jpg,0, - ,False,1, - , - ,False, - , - 
2402,267,大稻埕_貨櫃市集-3貓,2023年07月31日 15:49,2024年02月01日 16:21,1,https://cloud.lig.com.tw/messages/133,<空>,3393,大稻埕_春節_貨櫃市集-3貓(上架),2024年01月30日 14:03,2024年02月01日 09:59, - ,0, - ,False,1, - , - ,False, - , - 
2403,268,大稻埕_貨櫃市集-1貓(5126)+2貓(4963),2023年07月31日 16:19,2024年02月01日 16:21,1,https://cloud.lig.com.tw/messages/133,<空>,3388,大稻埕_春節_貨櫃市集-1.2貓(上架),2024年01月25日 17:47,2024年01月29日 16:54, - ,0, - ,False,1, - , - ,False, - , - 
2404,269,大稻埕-迪化街-2,2023年08月01日 09:28,2024年02月01日 16:20,1,https://cloud.lig.com.tw/messages/133,<空>,3392,大稻埕_春節_迪化街-2貓(上架) ,2024年01月30日 10:44,2024年01月30日 10:46, - ,0, - ,True,1, - , - ,False, - , - 
2405,339,海安商圈,2024年01月05日 15:52,2024年01月05日 15:52,1, - ,<空>,3396,att,2024年01月31日 10:05,2024年02月01日 14:11, - ,0, - ,False,1, - , - ,False, - , - 
2417,275,大稻埕_迪化街-3,2023年08月08日 03:15,2024年02月01日 16:20,1,https://cloud.lig.com.tw/messages/133,<空>,3395,大稻埕_春節_迪化街-3貓(上架),2024年01月30日 15:25,2024年01月31日 15:12, - ,0, - ,True,1, - , - ,False, - , - 
2418,278,華英街-中,2023年08月15日 13:53,2024年02月01日 16:20,1,https://cloud.lig.com.tw/messages/133,<空>,3400,大稻埕_春節_華英街(上架),2024年01月31日 16:37,2024年01月31日 16:39, - ,0, - ,True,1, - , - ,False, - , - 
2419,303,大稻埕_迪化街-1店家,2023年10月13日 18:04,2024年02月01日 16:20,1,https://cloud.lig.com.tw/messages/133,<空>,3398,大稻埕_春節_迪化街-1店家(上架),2024年01月31日 15:44,2024年01月31日 15:46, - ,0, - ,True,1, - , - ,False, - , - 
2420,304,大稻埕-地下街Y13出口,2023年10月17日 14:04,2024年02月01日 16:19,1,https://cloud.lig.com.tw/messages/133,<空>,3401,大稻埕_春節_地下街(上架),2024年01月31日 17:42,2024年02月01日 09:58, - ,0, - ,False,1, - , - ,False, - , - 
2422,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,3403,聚樂邦雨神同行demo2.0,2024年02月01日 10:44,2024年02月01日 10:44, - ,0, - ,False,1, - , - ,False, - , - 
2441,285,苗栗車站,2023年08月22日 15:19,2023年11月01日 23:50,1, - ,<空>,2984,苗栗車站,2023年09月22日 11:41,2023年10月06日 14:38,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,1, - ,False,1, - , - ,False, - , - 
2442,352,GermanyDemo,2024年02月04日 17:30,2024年02月04日 17:30,1, - ,<空>,3344,German Zimmer,2024年01月06日 23:02,2024年04月11日 17:40, - ,0, - ,False,1, - , - ,False, - , - 
2443,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3404,遊戲獎勵:Niho,2024年02月05日 14:43,2024年02月05日 14:43, - ,0, - ,False,1, - , - ,False, - , - 
2448,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,1822,0.0.0,2022年01月13日 15:24,2023年08月15日 15:09, - ,0, - ,False,1, - , - ,False, - , - 
2450,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3408,att_v2,2024年02月16日 09:56,2024年02月16日 10:12, - ,0, - ,False,1, - , - ,False, - , - 
2451,339,海安商圈,2024年01月05日 15:52,2024年01月05日 15:52,1, - ,<空>,3408,att_v2,2024年02月16日 09:56,2024年02月16日 10:12, - ,0, - ,False,1, - , - ,False, - , - 
2452,251,殼上寫Henry,2023年05月05日 10:27,2023年06月27日 13:51,1, - ,<空>,3409,台北市地圖,2024年02月16日 14:40,2024年04月08日 11:59, - ,6, - ,False,1, - , - ,False, - , - 
2453,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3410,變形的模型的測試,2024年02月16日 17:53,2024年02月16日 18:00, - ,0, - ,False,1, - , - ,False, - , - 
2458,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3412,動作：呼叫 AI 客服,2024年02月19日 11:41,2024年02月19日 11:41, - ,0, - ,False,1, - , - ,False, - , - 
2466,270,信義第三區-2,2023年08月02日 09:43,2023年08月02日 14:21,1, - ,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa283IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6287611c1389bc976f99723a9e658787dba4e7b1/%E7%AC%AC%E5%85%AD%E9%97%9C%E7%BE%8E%E8%A1%93%E7%B4%A0%E6%9D%90%EF%BC%BF%E7%B0%A1%E5%96%AE_%E9%97%9C%E5%8D%A1%E5%85%AD%E5%9C%B0%E5%9C%96.png,2844,粽邪第六關-2,2023年07月31日 10:08,2023年07月31日 10:08, - ,0, - ,False,1, - , - ,False, - , - 
2467,199,信義第一區第一關,2022年12月03日 07:36,2023年06月09日 13:31,1,https://cloud.lig.com.tw/messages/23,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdjgyIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c7b7c4730dc4ff2df55e3444e0e72bd5dee22881/%E5%AF%B6%E8%97%8F%E5%9C%96%E9%97%9C%E5%8D%A1%E3%84%A7.png,2741,粽邪第一關解謎,2023年05月18日 14:14,2023年08月01日 09:32, - ,0, - ,False,1, - , - ,False, - , - 
2469,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3413,場景(A) 動作：切換場景,2024年02月20日 17:48,2024年03月25日 16:34, - ,0, - ,False,1, - , - ,True,場景-3413-場景(A)動作：切換場景, - 
2470,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3414,場景(B) 動作：切換場景 (SC_Enabled: true),2024年02月20日 18:01,2024年04月16日 14:53, - ,0, - ,False,1, - , - ,True,room_3414, - 
2472,133,Ruby小貓_5491座標系,2022年06月28日 16:43,2024年02月24日 20:04,1, - ,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdkUrIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--02a7548130149e358a51aa347157ecd80c259c63/%E8%9B%8B%E9%BB%83%E9%85%A5.png,3411,RC_元宵,2024年02月17日 17:47,2024年03月05日 15:10, - ,0, - ,False,1, - , - ,False, - , - 
2486,341,henrydemo(5414),2024年01月11日 16:41,2024年01月11日 16:41,1, - ,<空>,1511,亞灣新創園,2021年09月30日 17:39,2024年03月26日 15:51,https://api.lig.com.tw/ar_asset/hls3lvues7xev5wn3oxohm69t4fj.png,0, - ,False,1, - , - ,False, - , - 
2488,341,henrydemo(5414),2024年01月11日 16:41,2024年01月11日 16:41,1, - ,<空>,2925,國圖-B,2023年09月11日 14:33,2023年09月11日 23:54, - ,0, - ,False,1, - , - ,False, - , - 
2489,341,henrydemo(5414),2024年01月11日 16:41,2024年01月11日 16:41,1, - ,<空>,2738,粽邪第四關解謎,2023年05月17日 14:56,2023年07月10日 08:59, - ,0, - ,False,1, - , - ,False, - , - 
2490,292,5161坐標,2023年09月15日 22:41,2023年09月15日 22:41,1, - ,<空>,3358,CES2024-HARTi,2024年01月11日 11:17,2024年01月11日 11:17, - ,0, - ,False,1, - , - ,False, - , - 
2491,292,5161坐標,2023年09月15日 22:41,2023年09月15日 22:41,1, - ,<空>,3362,CES2024-Tutk-C,2024年01月12日 07:25,2024年01月12日 08:17, - ,0, - ,False,1, - , - ,False, - , - 
2492,341,henrydemo(5414),2024年01月11日 16:41,2024年01月11日 16:41,1, - ,<空>,2575,新威旅客中心-1F,2023年02月20日 15:12,2023年12月21日 09:52, - ,0, - ,False,1, - , - ,False, - , - 
2493,341,henrydemo(5414),2024年01月11日 16:41,2024年01月11日 16:41,1, - ,<空>,3388,大稻埕_春節_貨櫃市集-1.2貓(上架),2024年01月25日 17:47,2024年01月29日 16:54, - ,0, - ,False,1, - , - ,False, - , - 
2495,252,Ruby_黑小貓965座標系,2023年05月08日 10:29,2024年03月05日 15:50,1, - ,<空>,3013,RC_星竹東,2023年09月27日 17:00,2023年10月28日 08:59,https://assets.lig.com.tw/ar_asset/pbeslj79u8psnl5qmus84cepg6y4.jpg,0, - ,False,1, - , - ,False, - , - 
2498,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3425,物件：資訊球 2.0,2024年03月05日 16:18,2024年03月27日 11:46, - ,0, - ,False,1, - , - ,False, - , - 
2499,252,Ruby_黑小貓965座標系,2023年05月08日 10:29,2024年03月05日 15:50,1, - ,<空>,1857,皇穹陵,2022年02月15日 13:45,2022年02月17日 20:06, - ,0, - ,False,1, - , - ,False, - , - 
2500,244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,<空>,2042,星光大道,2022年07月22日 09:50,2024年03月05日 13:09, - ,1,23,False,1, - , - ,False, - , - 
2503,244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,<空>,3428,海底世界,2024年03月06日 10:22,2024年03月06日 10:22,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,3,24,False,1, - , - ,False, - , - 
2505,244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,<空>,1862,海底世界-複製確認,2022年02月21日 16:07,2024年03月06日 11:25,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,3,24,False,1, - , - ,False, - , - 
2507,105,皇穹陵-星光大道,2022年02月21日 14:43,2024年03月06日 17:24,1, - ,<空>,3428,海底世界,2024年03月06日 10:22,2024年03月06日 10:22,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,3,24,False,1, - , - ,False, - , - 
2508,105,皇穹陵-星光大道,2022年02月21日 14:43,2024年03月06日 17:24,1, - ,<空>,3430,恐龍世界,2024年03月06日 17:23,2024年03月07日 13:26, - ,0, - ,False,1, - , - ,False, - , - 
2519,204,589,2022年12月14日 18:42,2023年09月08日 11:58,1, - ,<空>,3444,Steven物件：資訊球 2.0,2024年03月11日 15:42,2024年03月11日 15:44, - ,0, - ,False,1, - , - ,False, - , - 
2521,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3075,物件：影片串流,2023年10月23日 20:18,2023年10月23日 20:18, - ,0, - ,False,1, - , - ,False, - , - 
2522,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3446,場景：同步模組,2024年03月13日 18:04,2024年03月13日 18:05, - ,0, - ,False,1, - , - ,True,TEST_ROOM, - 
2523,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3447,雨神同行正式,2024年03月14日 10:58,2024年03月20日 14:50, - ,0, - ,False,1, - , - ,False, - , - 
2530,341,henrydemo(5414),2024年01月11日 16:41,2024年01月11日 16:41,1, - ,<空>,3412,動作：呼叫 AI 客服,2024年02月19日 11:41,2024年02月19日 11:41, - ,0, - ,False,1, - , - ,False, - , - 
2532,334,小貓-960,2023年12月27日 14:46,2023年12月27日 14:46,1, - ,<空>,3455,2024台北智慧城市展,2024年03月18日 04:11,2024年03月19日 09:14,https://assets.lig.com.tw/ar_asset/3h1roochtpbivhcw0f0tyzkcmy78.jpeg,0, - ,False,1, - , - ,False, - , - 
2539,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3457,雨神同行正式2,2024年03月20日 14:49,2024年03月20日 14:49, - ,0, - ,False,1, - , - ,False, - , - 
2540,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3456,智慧城市展測試,2024年03月20日 12:15,2024年03月20日 17:21, - ,0, - ,False,1, - , - ,False, - , - 
2541,244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,<空>,3456,智慧城市展測試,2024年03月20日 12:15,2024年03月20日 17:21, - ,0, - ,False,1, - , - ,False, - , - 
2542,244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,<空>,3388,大稻埕_春節_貨櫃市集-1.2貓(上架),2024年01月25日 17:47,2024年01月29日 16:54, - ,0, - ,False,1, - , - ,False, - , - 
2543,244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,<空>,1822,0.0.0,2022年01月13日 15:24,2023年08月15日 15:09, - ,0, - ,False,1, - , - ,False, - , - 
2545,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3451,雨神同行面板測試B,2024年03月15日 14:21,2024年03月15日 14:55, - ,0, - ,False,1, - , - ,False, - , - 
2546,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3460,直播間-測試,2024年03月21日 14:41,2024年03月25日 16:29, - ,0, - ,False,1, - , - ,True,場景-3460-直播間-測試, - 
2549,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,3445,river 暫存場景,2024年03月12日 14:00,2024年03月12日 14:00, - ,0, - ,False,1, - , - ,False, - , - 
2550,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3462,AI客服_Sunny測試,2024年03月22日 16:17,2024年03月22日 16:17, - ,1, - ,False,1, - , - ,False, - , - 
2557,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,2173,屬性：position,2022年09月28日 10:15,2022年09月28日 10:15, - ,0, - ,False,1, - , - ,False, - , - 
2558,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3463,場景：unity - sdk - testing,2024年03月25日 15:18,2024年03月26日 10:59, - ,0, - ,False,1, - , - ,False, - , - 
2560,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,1511,亞灣新創園,2021年09月30日 17:39,2024年03月26日 15:51,https://api.lig.com.tw/ar_asset/hls3lvues7xev5wn3oxohm69t4fj.png,0, - ,False,1, - , - ,False, - , - 
2561,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3466,聚樂邦-雨神同行-問題1-測試場景,2024年03月27日 11:53,2024年03月27日 11:53, - ,0, - ,False,1, - , - ,False, - , - 
2562,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3467,聚樂邦-雨神同行-問題2-測試場景,2024年03月27日 11:54,2024年03月27日 11:54, - ,0, - ,False,1, - , - ,False, - , - 
2564,197,光時代門口,2022年11月29日 11:57,2023年10月20日 13:55,1, - ,<空>,2903,玩家1,2023年09月01日 14:25,2023年09月05日 17:42,https://api.lig.com.tw/ar_asset/6e7zakmlzeiozr0593qam5x1jvp8.png,0, - ,False,1, - , - ,False, - , - 
2565,197,光時代門口,2022年11月29日 11:57,2023年10月20日 13:55,1, - ,<空>,2904,玩家2,2023年09月01日 14:29,2023年09月05日 17:43,https://api.lig.com.tw/ar_asset/lr8agnnzzmbdrlnfere4ov6frjyi.png,0, - ,False,1, - , - ,False, - , - 
2566,86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,3144,新北1_瑞芳,2023年11月10日 14:02,2024年04月08日 11:57, - ,14, - ,False,1, - , - ,False, - , - 
